sentence;cleanliness;food/drinks;location;room amenities;staff;other
The condo is large and clean could easily accommodate a family of 5 or two couples.;1;0;0;0;0;0
The lanai overlooks the ocean where you can sit and watch the whales it's unreal.;0;1;1;1;1;0
We will be back :;0;0;0;0;0;0
I cannot say enough good things about this condo.;0;0;0;0;0;0
It was a great experience from start to finish.;0;0;0;0;0;0
I can tell you our favorite part: the view!;0;0;0;0;0;1
We were fortunate enough to stay here during whale migration season and were amazed to see how spectacular the view was from our balcony.;0;0;0;1;0;0
Every morning and afternoon we watched pods of whales shoot water into the air and breach as they frolicked in the sea.;0;0;1;1;1;0
The location of the condo is perfect for swimm;0;0;1;0;0;0
Rating Details: The property manager was more than helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: We loved this rental overall!!;0;0;0;0;0;0
Being right on the ocean helped with not having a/c but several of the louvers close with the wind and the ceiling fans really don't help much b/c they ar;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was clean.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was more than satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: We love Hale Mahina's location and the fact that it has it's own little beach.;0;0;1;0;0;0
We've stayed here before but in a different unit.;0;0;0;0;0;0
This particular unit has a bit of an obstructed view build;0;0;0;0;0;0
Our party of four spent 18 nights in Unit B-401.;0;0;0;0;0;1
The condo's location on the top floornorth end made it a perfect location so that the cool breeze could enter through the doors and windows and ventilate the entire unit.;0;0;1;1;0;0
Awesome sleeping on the new mattresses in both bedrooms!;0;0;0;0;0;0
The condo's kitchen was well equipped.;0;0;0;1;0;0
The view from the lanai was breathtaking!;0;0;0;0;0;0
Each morning as we enjoyed our Hawaiian French press coffee the many whale performed;0;1;0;0;0;0
Was very roomy!;0;0;0;0;0;0
Stunning view of the ocean.;0;0;0;0;0;1
Watched turtles and whales from the deck.;0;0;0;0;0;0
Amazing beach with lots of turtles.;0;0;0;0;0;0
Beautiful sunsets!;0;1;1;1;1;0
A little more dated than in the photos.;0;0;0;0;0;0
Bed upstairs very uncomfortable.;0;0;0;0;0;0
There was no air conditioning.;0;0;0;1;0;0
Needs a deep cleaning!;1;0;0;1;0;0
Well stocked kitchen cooler boogie boards.;0;0;0;1;0;0
Overall I would come back again the setting outside is amazing!;0;0;0;0;0;0
Rating Details: The property manager was very helpful.;0;0;0;0;1;0
The vacation rental was spotless.;1;0;0;0;0;0
I was very happy with the location.;0;0;1;0;0;0
I was very satisfied with the condition of the vacation rental.;0;0;0;0;0;0
Overall I recommend this vacation rental.;0;0;0;0;0;0
Reviewer Comments: We stayed from February 23 till March 2 2017.;0;0;0;0;0;0
Awesome views from the lanai and the condo was absolutely wonderful and well equipped with everything that a home should have.;0;0;0;0;0;0
We saw lots of;0;0;0;0;0;0
Cozy direct ocean front condo with sandy private beach and well manicured tropical gardens.;0;0;0;0;0;1
There were six of us the Murphy beds were top notch and provided comfortable and restful nights.;0;0;0;0;0;1
Falling asleep to the sound of the surf is a true delight.;0;0;0;0;0;0
This unit is as advertised Hale Mahina is a great find.;0;0;0;0;0;0
We'll be back as we already have next year's dates reserved. :;0;0;0;0;0;0
We had a wonderful time!;0;0;0;0;0;0
Amazing beach access and beautiful view.;0;0;0;0;0;1
Having young kids was a little hard with the strict pool rules though.;0;0;0;0;0;1
But all in all our trip was amazing!;0;0;0;0;0;0
Very convenient to town and golf course.;0;0;0;0;0;1
Rooms were comfortable and spacious.;0;0;0;1;0;0
very  nice great staff easy access would love to visit again;0;0;0;0;1;0
Wonderful hotel with all the amenities needed.;0;0;0;0;0;0
Close walk to the beach and shops.;0;0;1;0;0;0
The staff was extremely friendly and willing to help on suggestions of restaurants pubs etc.;0;0;0;0;1;0
We did take advantage of the breakfasts onsite and the cold buffet was more than enough.;0;1;0;0;0;0
Spacious and clean room in a quiet area.;1;0;1;1;0;0
We had to go to the next small town to do our laundry and get food.;0;1;0;0;0;0
Clean convenient;1;0;0;0;0;0
The rooms where very comfortable.;0;0;0;1;0;0
Sleeping was a dream on the high quality matteess and bedding .;0;0;0;1;0;0
Front desk staff was very pleasant and helpful with maps and suggestions .;0;0;0;0;1;0
Lovely small inn within easy walking distance of town center.;0;0;1;0;0;0
Stayed in an elegantly appointed junior suite with very nice bathroom.;0;0;0;1;0;0
Staff are very friendly and service oriented.;0;0;0;0;1;0
Great breakfast.;0;1;0;0;0;0
Good value.;0;0;0;0;0;0
Easy access to Cliffs of Moher Burren National Park and exploring nearby villages.;0;0;1;0;0;0
Helpful friendly front desk... delicious breakfast... great location.;0;1;1;0;1;0
Just like Lahinch this place is a gem.;0;0;0;0;0;0
Staff was awesome.;0;0;0;0;1;0
Hotel was very nice and comfortable.;0;0;0;0;0;0
Restaurant is one of the best in Lahinch.;0;0;0;0;0;0
Nice clean hotel.;1;0;0;0;0;0
Walking distance to beach and restaurants.;0;0;1;0;0;0
Would be tough to beat although not for the price conscious.;0;0;0;0;0;0
Everything was excellent breakfast was big and delicious.;0;1;0;0;0;0
Thin walls was the only issue that was not perfect.;0;0;0;0;0;0
Even though our double room was not spacious we thoroughly enjoyed the old hotel experience.;0;0;0;1;0;0
The bed was comfortable the room was very clean and the staff was friendly and helpful.;1;0;0;1;1;0
We would definitely go back!;0;0;0;0;0;0
Close enough to the beach for walking but far enough away to be quiet.;0;0;1;0;0;0
Surprise of having private parking.;0;0;0;0;0;0
While it being a pleasant hotel with lovely staff  my stay was overshadowed by being in a room directly over the entrance.;0;0;0;1;1;0
Room 11.;0;0;0;1;0;0
I heard everybody arriving and leaving and it was like Chinese water torture as I had to be up at 4:30 am to catch a flight.;0;0;0;0;0;0
People knocking loudly on the entrance every so often after midnight meant I didn’t sleep at all.;0;0;0;1;0;0
I did eat in the restaurant and the food was tasty and filling.;0;1;0;0;0;0
Disappointed with the Hotel needs updating parking very limited.;0;0;0;0;0;1
Thought it was great place just a fun reminder no elevator.;0;0;0;0;0;1
So don’t bring heavy luggage.;0;0;0;0;0;0
Nice stay central to most attractions in clare food was good little bit on the dear side for starters but mains were reasonably priced.;0;1;1;0;0;0
we often go to lahinch.staff at this hotel very friendly and best breakfast even compared with supposedly better hotels;0;1;0;0;1;0
Served the purpose well which was a coastal place to stay after our visit to the Cliffs of Moher;0;0;0;0;0;0
Great staff.;0;0;0;0;1;0
Enjoyed the breakfast.;0;1;0;0;0;0
The beds were a bit too hard for my taste.;0;0;0;0;0;0
Great hotel unfortunately the awful smell from outside has found its way inside the room albeit mild it is still unpleasant.;1;0;0;1;0;0
Liked swimming pool and gym facilities  coffee shop in lobby.;0;1;0;0;0;0
Breakfast was average and good enough.;0;1;0;0;0;0
Staff service laundry excellent;0;0;0;0;1;0
stinky room - suspicious slutty charaters coming in and out saw them while t counter getting a key at check in.;0;0;0;1;0;0
The hotel was ok. Staff was friendly mainly Mr. Sufyan at the front desk.;0;0;0;0;1;0
However poor wifi which makes it difficult to do virtual meetings.;0;0;0;0;0;0
Also issues with hot water bathroom was not that great.;0;0;0;1;0;0
Overall it's a pricey hotel.;0;0;0;0;0;0
Probably won't stay again if I can find an alternative.;0;0;0;0;0;0
First time here at the Residency.;0;0;0;0;0;0
Check in was great experience very prompt.;0;0;0;0;0;1
Room spacious and clean .;1;0;0;1;0;0
Fruit basket on arrival in room nice touch.;0;1;0;1;0;0
Quiet hotel where you can rest after a long tiring 2 days of air travel.;0;0;0;0;0;0
Highly recommended in good area of Gulberg.;0;0;1;0;0;0
Good location.;0;0;1;0;0;0
Good room Well placed  Quite location  Worth every penny;0;0;1;1;0;0
All was ok.;0;0;0;0;0;0
They have AC timed to shut off at midnight so that they could save on electricity.;0;0;0;0;0;0
That was cheap done on purpose.;0;0;0;0;0;1
A nice hotel no frills but not the best value for money;0;0;0;0;0;1
Room was clean and bed was comfortable.;1;0;0;1;0;0
Advertised amenities were not open such as cabana bar.;0;1;0;0;0;0
Restaurant service and food  was mediocre.;0;1;0;0;1;0
However buffet was good.;0;1;0;0;0;0
The stay was a very good experience in almost everything.;0;0;0;0;0;0
But the room was a bit cold and the pillows too big not so soft;0;0;0;1;0;0
Nice hotel and golf course.;0;0;0;0;0;1
Staff was very helpful and friendly.;0;0;0;0;1;0
Wish they had a few more vegetarian options in their restaurants.;0;0;0;0;0;0
Great place.;0;0;0;0;0;0
I can't wait to go back!;0;0;0;0;0;0
This was our first time staying here.;0;0;0;0;0;0
And we loved it.;0;0;0;0;0;0
The hotel is clean and elegant.;1;0;0;0;0;0
It’s also a great place for kids.;0;0;0;0;0;0
Food is great and the Casino is not smoking and clean.;1;1;0;0;0;0
Great service in the Casino.;0;0;0;0;1;0
The pool area is big and lots of room.;0;0;1;1;0;0
Loved the lazy river.;0;0;0;0;0;0
We have stayed at the Golden Nugget and this place is right up there.;0;0;0;0;0;0
Great great place!;0;0;0;0;0;0
Exciting and relaxing!;0;0;0;0;0;0
Good vibes all through! !;0;0;0;0;0;0
The hotel was very comfortable and we enjoyed the lazy river and the pool area.;0;0;1;0;0;0
Amazing casino with great food and location to all sorts of events and restaurant near by not to mention an awesome resort style pool and spa;0;1;1;0;0;0
Very elegant resort;0;0;0;0;0;0
Love love love to come here!;0;0;0;0;0;0
We made a planned reservation for a break in our road trip on the way home from South Georgia family reunion.;0;0;0;0;0;0
Pleasantly surprised!!;0;0;0;0;0;0
Beautiful resort delicious food and great service.;0;1;0;0;1;0
I requested a crib for my baby as soon as I got to the hotel but they did not send it to my room I had to ask for a second time.;0;0;0;1;0;0
the room was not clean at the back of the bed.;1;0;0;1;0;0
i was looking for my glasses and thinking that maight fall behind the bed I lift the matress and it was so dirty with  food rapers;1;1;0;0;0;0
Too expensive for the facility.;0;0;0;0;0;1
It shows that is getting old and not providing proper maintenance.;0;0;0;0;0;0
This is a great place to stay.;0;0;0;0;0;0
Lots of restaurants two pools one for adults and a lazy river.;0;0;0;0;0;1
Only thing that is not great they  allow smoking in to  Casino.;0;0;0;0;0;0
Nice family friendly hotel.;0;0;0;0;1;0
Would like fridge in room.;0;0;0;1;0;0
The room was nicebut the hall carpets smelled and could be replaced.;1;0;0;1;0;0
It was great.;0;0;0;0;0;0
There was a slight odor for a bit but went away after the a/c was on for a bit;0;0;1;1;1;0
The room was good but not enough towels or coffee let in the room;0;1;0;1;0;0
Would love to come again for fun instead of business.;0;0;0;0;0;0
Had an awesome time!;0;0;0;0;0;0
Just loved it!;0;0;0;0;0;0
Beautiful hotel!;0;0;0;0;0;0
Nice friendly employees!;0;0;0;0;1;0
Wished I would have earned more! Lol;0;0;0;0;0;0
Hotel was just off the freeway so it made it easy to find.;0;0;0;0;0;0
In a great location where you have other entertainment around you.;0;0;1;0;0;0
Hotel provides a Suttle that will take you from one hotel to another.;0;0;0;0;0;0
Not to mention the pool with witch was amazing and very relaxing.;0;0;0;0;0;0
Over hotel has all the amenities of comfort.;0;0;0;0;0;0
Front desk staff was VERY friendly.;0;0;0;0;1;0
They sent us a text when our room was available which was many hours before the check in time.;0;0;0;1;0;0
I appreciated this becuase we were in the area already and it was nice to check in earlier than anticipated.;0;0;1;0;0;0
Space was very clean.;1;0;0;0;0;0
Large jacuzzi bathtub.;0;0;0;0;0;0
Enjoyed the fireplace and our patio.;0;0;0;0;0;0
We have stayed here in the past and plan to stay again in the future.;0;0;0;0;0;0
THe hotel was located downtown  and restaurants and shopping next door.;0;0;0;0;0;0
The Room was clean.;1;0;0;1;0;0
The hallways need new carpet.;0;0;0;1;0;0
The carpet in the hallway was very dirty and has many stains on it.;1;0;0;1;0;0
The elevator could use a tune up it was very slow.;0;0;0;0;0;0
Rooms were very nice and spacious.;0;0;0;1;0;0
Great location breakfast was good.;0;1;1;0;0;0
Thanks!;0;0;0;0;0;0
The hotel staff was very friendly.;0;0;0;0;1;0
At check in they made you feel as if you were staying at a small B and B. I would definitely stay at this hotel again.;0;0;0;0;0;0
Close to the beach and in the heart downtown Lake Geneva.;0;0;0;0;0;0
Safe parking.;0;0;0;0;0;1
Weather is amazing location it's good;0;0;1;0;0;0
Great price for a hotel in this area;0;0;1;0;0;0
The staff was very friendly.;0;0;0;0;1;0
The room was spacious.;0;0;0;1;0;0
The shower was inside the jacuzzi which was a little challenging to get in and out of but we managed.;0;0;0;1;0;0
The location was in walking distance to the lake.;0;0;1;0;0;0
Traffic can make it a little noisy in the morning.;0;0;0;0;0;0
All in all the hotel was very nice.;0;0;0;0;0;0
Very clean and comfortable inn.;1;0;0;0;0;0
Staff was pleasant and always available.;0;0;0;0;1;0
Some items in the room could use updating but not bad.;0;0;0;1;0;0
I'd stay here again!;0;0;0;0;0;0
It was good.;0;0;0;0;0;0
However be aware there is no on-site bar or restaurant.;0;1;0;0;0;0
They do have a breakfast set-up in the morning and it was delicious.;0;1;0;0;0;0
The personnel were friendly and helpful.;0;0;0;0;1;0
I would book again.;0;0;0;0;0;0
Very nice hotel clean and comfortable beds.;1;0;0;0;0;0
A lot of room located near downtown and the lake.;0;0;1;1;0;0
Rooms have great commodities!;0;0;0;1;0;0
We had a great stay in this comfortable room.;0;0;0;1;0;0
We really appreciated the in room full kitchen.;0;0;0;1;0;0
The A/C worked great which we appreciated after a day of temperatures in the 90s.;0;0;0;0;0;0
The room also has a spa tub with water jets which was nice after being in the heat on our feet all day.;0;0;0;1;0;0
The breakfast provided by the hotel is also quite good.;0;1;0;0;0;0
Everyone was very helpful and we definitely will be back!;0;0;0;0;0;0
This charming quiet hotel is located in a lovely setting just steps from downtown and the lake.;0;0;0;0;0;1
We enjoyed our stay in the very clean well-equipped suites.;1;0;0;0;0;0
Great staff.;0;0;0;0;1;0
It was our fourth time staying in Mill Creek's hotel and we couldn't be happier with the place.;0;0;0;0;0;0
It's a very clean cosy and kids friendly hotel.;1;0;0;0;1;0
You get a suite with a fireplace for the same price that other hotels ask for a hotel room so it's definitely worth it.;0;0;0;1;0;0
The hotel has cute and clean pool with a hot tub.;1;0;0;0;0;0
We loved our stay there and we will be back.;0;0;0;0;0;0
Cleancozy hotel close to downtown and lake.;0;0;0;0;0;0
Continental breakfast included!;0;1;0;0;0;0
Hotel is right in the center of downtown Geneva convenience to the shops and the beach.;0;0;0;0;0;0
Continental breakfast has a little bit to be desired.;0;1;0;0;0;0
Huge room.;0;0;0;1;0;0
Very clean.;1;0;0;0;0;0
Steps away from the beautiful lake and great shopping.;0;0;1;1;1;0
Plenty of dining options all around.;0;0;0;0;0;0
Perfect location.;0;0;1;0;0;0
Such nice rooms right in downtown Lake Geneva!;0;0;0;1;0;0
Includes a kitchenette and  balcony.;0;0;0;1;0;0
1 block from the lake and shopping.;0;0;0;0;0;0
A very roomy and clean room located near the lake 1 block.;1;0;1;1;0;0
A delightful woman on duty April who was not only helpful but a joy to converse with.;0;0;0;0;0;0
Definitely will stay there next time in the area.;0;0;1;0;0;0
Very very nice staff clean room.;1;0;0;1;1;0
Tv outdated and could not get cable.;0;0;0;1;0;0
Needs some repairs.;0;0;0;0;0;0
For the price it was adequate since we did not stay a lot in our room.;0;0;0;1;0;0
Good location;0;0;1;0;0;0
We have stayed at a few different hotels in Lake George and this has been the best.;0;0;0;0;0;0
Very nicely ran.;0;0;0;0;0;0
Brad was very friendly and helpful.;0;0;0;0;1;0
The room was beyond clean comfy bed and nice towels.;1;0;0;1;0;0
Quite and peaceful.;0;0;0;0;0;0
We can’t say enough about this place.;0;0;0;0;0;0
We will go back.;0;0;0;0;0;0
Hotel was very accommodating.;0;0;0;0;0;0
Nice hot tub and sauna.;0;0;0;0;0;0
Beds were very comfortable.;0;0;0;0;0;1
Very nice owners;0;0;0;0;0;0
advertise breakfastthen continental breakfast we received neither;0;1;0;0;0;0
room was fine nothing special was close to our ebent but quite pricey and many amenities shut down.;0;0;0;1;0;0
price should be reduced if stuff not available.;0;0;0;0;0;0
This was a nice clean hotel and close to Lake George.;1;0;0;0;0;0
The rooms aren't updated but I wasn't there to stay in my room all week I was there to sleep and get ready for the day.;0;0;0;1;0;0
There is no breakfast but they do have a pool and some hot tubs.;0;1;0;0;0;0
I definitely would recommend this hotel and I would stay again if I don't want to be staying right in the middle of town.;0;0;0;0;0;0
Located between Lake George Village and the Outlet malls this hotel was perfect for what we were looking for.;0;0;1;1;1;0
The two gentlemen we dealt with upon check-in and when we needed pool towels etc were very friendly.;0;0;0;0;1;0
Rooms were clean quiet and a/c worked great.;1;0;0;1;0;0
The pool and surrounding area were also clean.;1;0;1;0;0;0
Coffee and donuts in the morning.;0;1;0;0;0;0
We will be staying here in the future for sure.;0;0;0;0;0;0
No wifi in our rooms.;0;0;0;1;0;0
The bathroom is very small.;0;0;0;1;0;0
Rug is duty.;0;0;0;0;0;0
I don't know why they charge 121/night.;0;0;0;0;0;0
Not recommend.;0;0;0;0;0;0
Quiet clean and excellent location!;1;0;1;0;0;0
Very easy to get to and from great shopping and awesome food right near by.;0;1;1;0;0;0
Bed was super comfy and shower was awesome!;0;0;0;1;0;0
Quiet porch and just a serene setting.;0;0;0;0;0;0
Plus a great outdoor pool!;0;0;0;0;0;0
Very pleasant and clean.;1;0;0;0;0;0
Geat location close to downtown Lake George.;0;0;1;0;0;0
I will definitely stay there again.;0;0;0;0;0;0
The room was very clean air condition work great the way we like it.;1;0;0;1;0;0
5 minutes from Lake George just take Route 9 and you went right into Lake George.;0;0;0;0;0;0
Had a wonderful stay thank you.;0;0;0;0;0;0
The staff was friendly and the room was clean.;1;0;0;1;1;0
Comfortable bedsvery clean and quiet.hotel check in very accomadating;1;0;0;0;0;0
Quiet comfortable and good for the price.;0;0;0;0;0;1
The location was close to a lot of places to see but far enough away to make it quiet.;0;0;1;0;0;0
Bathroom was a little cramped.;0;0;0;1;0;0
Other than that quite happy.;0;0;0;0;0;0
Everything was great about this hotel except the water pressure for the shower.;0;0;0;1;0;0
This is an exceptionally clean motel.;1;0;0;0;0;0
Nice hotel.;0;0;0;0;0;0
We loved the heated pool and hot tub.;0;0;0;0;0;1
Would stay again.;0;0;0;0;0;0
It was great room was clean staff super friendly pool was amazing.;1;0;0;1;1;0
Very nice place to stay for the price clean and quiet.;1;0;0;0;0;0
Located between Lake George Village and the shopping outlets.;0;0;0;0;0;0
Also right on the bike path if you want to ride jog or walk.;0;0;1;0;0;0
Wonderful staff.;0;0;0;0;1;0
Quiet area.;0;0;1;0;0;0
Nice pool.;0;0;0;0;0;0
Enjoyed having a little porch with seating area.;0;0;1;0;0;0
Very nice place to stay and had a very friendly staff!;0;0;0;0;1;0
Property wast great staff was awesome rooms really clean and quite area;1;0;1;1;1;0
The room smelled old and stuffy.;1;0;0;1;0;0
But clean.;1;0;0;0;0;0
The staff very friendly.;0;0;0;0;1;0
Great place and big rooms with one king and one queen bed which was ideal with kids.;0;0;0;1;0;0
Have heated pool and hottub.;0;0;0;0;0;0
The staff is very friendly and helpful and the room service is nice as well.;0;0;0;1;1;0
Internet is very slow next to nothing but I would certainly recommend to anyone planning to stay here.;0;0;0;0;0;0
It’s away from the lake so you get the quiet time when you need it.;0;0;0;0;0;0
Lovely wood and stone house.;0;0;0;0;0;0
Beautiful views and setting.;0;0;0;0;0;1
The staff was wonderful.;0;0;0;0;1;0
Staff was accommodating to my needs.;0;0;0;0;1;0
Very friendly!;0;0;0;0;1;0
Amazing view of the lake!;0;0;0;0;0;1
Fabulous lunch and great wine selection.;0;1;0;0;0;0
Small plates at the bar was a nice touch.;0;1;0;0;0;0
Loved the shrimp cocktail and bartender was great- knew his stuff!;0;1;0;0;1;0
Great old fashioned... it was a true delight to get away for our 25th wedding anniversary!;0;0;1;1;1;0
Definitely will return.;0;0;0;0;0;0
Loved my recent stay at the Inn.;0;0;0;0;0;0
Looking forward to my next visit.;0;0;0;0;0;0
Everything was lovely. !;0;0;0;0;0;0
Great place to unwind and relax.;0;0;0;0;0;0
Food quality could be better;0;1;0;0;0;0
Very nice room for the price and staff was very pleasant only regret was only 1 check in cart;0;0;0;1;1;0
Great pleasant stay.;0;0;0;0;0;0
Convenient location.;0;0;1;0;0;0
Friendly staff and great atmosphere.;0;0;0;0;1;0
Work on the internet ;0;0;0;0;0;0
My expectations were high and overall wasn't disappointed.;0;0;0;0;0;0
However it seems they are slowly renovating which that completed looks very good.;0;0;0;0;0;0
Some areas outside in badly need to painting - so much so some wood will need replacing.;0;0;1;0;0;0
Some staff seemed tired from busy summer months maybe could have been a bit more outgoing but still professional.;0;0;0;0;1;0
I'd definitely stay at Geneva Inn again.;0;0;0;0;0;0
Amazing.;0;0;0;0;0;0
Pleasantly surprised and extremely satisfied;0;0;0;0;0;0
Great views and an clean place so stay.;1;0;0;0;0;0
Very nice.;0;0;0;0;0;0
Suite with balcony and lake view exactly as described.;0;0;0;1;0;0
It was a beautiful view.;0;0;0;0;0;0
The suite was big and exactly what we wanted for our weekend away.;0;0;1;1;1;0
We enjoyed our stay at the Geneva Inn.;0;0;0;0;0;0
All the special touches made us feel very special turn down each evening with chocolates and liqueur and coffee bar in the hallway in the morning.;0;1;0;0;0;0
Staff was super nice!;0;0;0;0;1;0
Check in was rocky;0;0;0;0;0;1
Very nice place to stay no pool great location on lake;0;0;1;0;0;0
This was a nice quite place to recharge.;0;0;0;0;0;0
Staff was excellent food great and nice view.;0;1;0;0;1;0
Good location to walk around.;0;0;1;0;0;0
Was a very big comfortable Jing bed and room had a balcony.;0;0;0;1;0;0
It would have been better with the lakeside view but was nice.;0;0;0;0;0;0
Very big bathroom and was excited to see a whirlpool tub as well as a large shower.;0;0;0;1;0;0
The whirlpool jets were perfect.;0;0;0;0;0;0
We ate dinner at the hotel for our anniversary.;0;1;0;0;0;0
It was a  little expensive at but it was really good food.;0;1;0;0;0;0
Beautiful watching the sunset ask for a window seat at the restaurant.;0;0;0;1;0;0
Didn't have paper towels or napkins in kitchen area also staff not very personal only one person at desk spoke when coming in and out;0;0;1;1;1;0
Right on the lake.;0;0;0;0;0;0
Beautiful view in the restaurant but I wouldn't recommend eating there unless you like your breakfast cold when it should be delivered hot.;0;1;0;0;0;0
Ok. We just wanted a good night's rest.;0;0;0;0;0;0
Did not like the check in.;0;0;0;0;0;1
You had to call a phone number for someone to come and open the office.;0;0;0;0;0;0
I did not have a phone to call with.;0;0;0;0;0;0
Waited 15 minutes when someone lent us a phone to call.;0;0;0;0;0;0
Bed was uncomfortable.;0;0;0;0;0;1
Bad wifi.;0;0;0;0;0;1
Awesome location .;0;0;1;0;0;0
staff friendly courteous and professional   Excellent experience we decided to return again.;0;0;0;0;1;0
This is our second stay here.;0;0;0;0;0;0
Old gross rooms smell floors slant.;1;0;0;1;0;0
Don't stay here I couln't sleep afraid of bed bugs.;0;0;0;0;0;0
Just awful.;0;0;0;0;0;0
First there was not enough parking so I had to park way away from the room.;0;0;0;1;0;0
I stayed in a first floor room and it sounded like there was just a sheet between us and the upstairs room.;0;0;0;1;0;0
The banging from walking went on all morning.;0;0;1;0;0;0
Zero hot water for the shower.;0;0;0;1;0;0
Bed was OK room was clean.;1;0;0;1;0;0
If you are looking for a place to just crash after a night of going out partying then compared to the other motels it was worth the money.;0;0;0;0;0;0
This place is old school right out of the 60's which I can appreciate.;0;0;0;0;0;0
These are the little motels we used to stay at as kids growing up.;0;0;0;0;0;0
Nothing fancy just a place to rest your head after a full day of taking in the Lake George area.;0;0;1;0;0;0
If you are expecting luxury you will be disappointed but for the price it works.;0;0;0;0;0;0
Poor staff that never pick up the phone.;0;0;0;0;1;0
People in the parking lot doing beer bongs and driving around at 10 AM.;0;1;0;0;0;0
Looks like a bed bug and mildew paradise.;0;0;0;0;0;0
After seeing the place I was not surprised to see used condoms in the parking lot and of course through all of this NO REFUND!;0;0;0;0;0;0
Well-located friendly staff and very clean.;1;0;0;0;1;0
My only negative point is that the Wifi was spotty.;0;0;0;0;0;0
We'd definitely book there again ;0;0;0;0;0;0
Very good location !;0;0;1;0;0;0
Close to food.;0;1;0;0;0;0
Room was overall clean but Needs updating.;1;0;0;1;0;0
The beds arent the most confortable around.;0;0;0;0;0;0
Very nice staff.;0;0;0;0;1;0
Only thing the wifi Didnt work which really sucked.;0;0;0;0;0;0
Great customer service Lizette was absolutely wonderful!;0;0;0;0;1;0
Nice location.;0;0;1;0;0;0
Would stay here again.;0;0;0;0;0;0
Just needed 1 night most places in Lake George have a min 2 night stay...This place offers 1 night stay or more...;0;0;0;0;0;0
We stay here every year.;0;0;0;0;0;0
It's clean quiet simple and comfortable.;1;0;0;0;0;0
Nothing fancy.;0;0;0;0;0;0
The pool is clean.;1;0;0;0;0;0
Each room has a safe and little refrigerator.;0;0;0;1;0;0
It's close enough that you can walk comfortably into Lake George village yet far enough away that it's quiet.;0;0;1;0;0;0
Win-win.;0;0;0;0;0;0
Pleasant stay perfect location - close to Lake and Downtown;0;0;1;0;0;0
This is the kind of motel where you don't dare to take your shoes off.;0;0;0;0;0;0
It was dated tiny and in rough shape.;0;0;0;0;0;0
Despite that the worst part was the parking we drove a truck there and it was ridiculously difficult to get in the parking lot and back out without other people moving.;0;0;0;0;0;1
We left a day early just so we wouldn't have to spend an extra night...;0;0;0;0;0;0
Which we paid for in advance.;0;0;0;0;0;1
I would definitely recommend this place to everyone.;0;0;0;0;0;0
It has a great location and its clean and easily accessible to the lake.;1;0;1;0;0;0
the staff is friendly and accommodating.;0;0;0;0;1;0
It has a pool although it was closed at this time.;0;0;0;0;0;0
Alot of families come here.;0;0;0;0;0;0
The rooms are in good condition and clean.;1;0;0;1;0;0
Its rate is way cheap than all others.;0;0;0;0;0;0
and i would stay here again.;0;0;0;0;0;0
we were lucky to have found a motel room available at time of our visit.;0;0;0;1;0;0
Thanks to ORBITZ for helping us find a vacancy at Hotel Montreal.;0;0;0;0;0;0
Would go back again but would request a room without a room above it.;0;0;0;1;0;0
Great motel for a weekend trip away from the hustle of the strip but still close to walk.;0;0;1;0;0;0
This place is right out of the 50's.;0;0;0;0;0;0
Creeky floor and you can hear every movement in adjoining rooms and above as well.;0;0;0;1;0;0
Bed was old and soft wrinkled carpet very small room.;0;0;0;1;0;0
Motel is close by but there are tons of other hotels/motels that are around and better.;0;0;0;0;0;0
Marine village is in a fantastic location right in the middle of the village of Lake George.;0;0;1;0;0;0
Awesome lakefront beach beautiful view;0;0;0;0;0;0
Did not get the Lakeside room that I reserved.;0;0;0;1;0;0
Walls are paper thin.;0;0;0;0;0;0
Noisy refrigerator.;0;0;0;0;0;0
Bathtub pitted.;0;0;0;0;0;0
great downtown location.;0;0;1;0;0;0
very clean hotel.;1;0;0;0;0;0
We'll definitely stay here again.;0;0;0;0;0;0
Perfect location right on the lake and downtown Lake George.;0;0;1;0;0;0
We like the closeness of this motel to the lake george village area.;0;0;1;0;0;0
The room we had had a funny smell to it like it was musty or old.;1;0;0;1;0;0
Other than that the room was fine and quiet.;0;0;0;1;0;0
It was amazing!!;0;0;0;0;0;0
The location and property is absolutely perfect.;0;0;1;0;0;0
We can't wait to make reservations for next year.;0;0;0;0;0;0
Low pressure  low key  beautiful location.;0;0;1;0;0;0
We arrived just after the summer session ended  so the restaurant whose menu was in the room appeared closed for the season.;0;1;0;1;0;0
Hotel checkin staff took pains to ensure the prices would be easy.;0;0;0;0;1;0
They called to confirm our checkin time the day before.;0;0;0;0;0;0
We are pleased we chose Marine Village.;0;0;0;0;0;0
Very relaxing.;0;0;0;0;0;0
Staff was friendly  helpful.;0;0;0;0;1;0
Proximity to water was an added plus.;0;0;0;0;0;0
Great location with private beach.;0;0;1;0;0;0
Could use some updating but overall clean.;1;0;0;0;0;0
Very clean.;1;0;0;0;0;0
2 King beds in one room;0;0;0;1;0;0
